RL_10,RL_100,RL_500,RL_1000,RL_10_MCTS,RL_100_MCTS,RL_10_Rewards,RL_100_Rewards
0.046997986793891174,9.97292173096745e-05,9.97292173096745e-05,9.97292173096745e-05,0.22007483514733558,9.97292173096745e-05,0.19808659230739353,9.97292173096745e-05
